username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
GreenTea4206,"This is my Tesla burner account.

Long $tsla since Feb 2016. 

Firefighter 🔥",Canada,59,36,941,0,@DobackhuffCFO @TroyTeslike What will you do when the streets are full of cybertruck's doback?  You gonna give up?  @TeslaHistorian loves the content you provide.,[]
William96977815,,,12,0,20,0,Looks like @Tesla was sandbagging the #cybertruck all along 🤣 Meanwhile I’m patiently waiting for my #ModelS #Plaid 😎 @elonmusk 🙏🏼 https://t.co/iRraGrwxEh,"['cybertruck', 'ModelS', 'Plaid']"
Villatica2003,,California,3,16,120,0,@KruleATL @elonmusk Imagine what the Cybertruck will be capable of doing @Tesla,[]
AltenburgBert,"I recommend you follow @enn_nafnlaus. She is knowledgeable, intelligent and has a spine when it comes to justice.",,18,12,1215,0,"@28delayslater AFAIK a cybertruck always fits, although the first time it may have to make some room.",[]
wanda_hudson,"I love Tesla, beagles, and surround sound. Engineer. Wife. Shareholder.  Be sweet to each other.","Harvest, AL",1020,517,8385,3,@28delayslater You do not park your cybertruck in your garage. You park your garage in your cybertruck.,[]
j_power1,"29 | Tesla shareholder ☀️🔋🚗 | SpaceX 🌍🚀👨🏻‍🚀 Help me get to 100 followers 🚀 If in need of a friendly chat, my arms are open 😁",,39,43,1320,28,If you look closely you can see that the outer wall is shaping into a Cybertruck !! Amazing work @elonmusk ! These are the small reasons why I love Tesla !! @SawyerMerritt @squawksquare @garyblack00 https://t.co/r11uXnvxhN,[]
DimaZeniuk,19| Tesla🚘⚡☀️🔋|SpaceX enthusiast 🌎🚀,,518,1903,26008,14,"Randy @Terafactorytx shares his 🤯🤯observations of Tesla Giga Texas design! 
Will we see a Cybertruck design right on the Cybertruck Gigafactory @elonmusk https://t.co/lacaPgCZYc",[]
athartsdesign,"I’m a visual problem-solver, business designer, and creative technologist. I help companies and transform their ideas into dope products + services.","Philadelphia, PA",293,77,1726,1,"Shout out and much love to our Android overlords @Tesla 
#TeslaBot  #teslamodel #elonmusk #teslamotors #teslamodels #model #spacex #teslamodelx #cars #ev #bmw #teslaroadster #electriccar #teslalife #car #teslamodely #cybertruck https://t.co/2cEnqy4oDE","['TeslaBot', 'teslamodel', 'elonmusk', 'teslamotors', 'teslamodels', 'model', 'spacex', 'teslamodelx', 'cars', 'ev', 'bmw', 'teslaroadster', 'electriccar', 'teslalife', 'car', 'teslamodely', 'cybertruck']"
pbsanstead,"I advocate for self-directed education, respect for children, EVs, sustainability/green energy, #BlackLivesMatter, and fighting the white cisheteropatriarchy.","Oklahoma, USA",505,1662,31442,14,"Randy @Terafactorytx shares his 🤯🤯observations of Tesla Giga Texas design! 
Will we see a Cybertruck design right on the Cybertruck Gigafactory @elonmusk https://t.co/lacaPgCZYc",[]
Swissiws1,,,21,17,1793,0,@Teslarati @ResidentSponge I think that Cybertruck is going to be officially an amphibious truck when released,[]
proberts27,,Big Blue Nation,400,176,18278,0,@wadeanderson Sounds like you could use a @Tesla #Cybertruck.,['Cybertruck']
YassirZ10,,,45,0,47,0,"@heyu539374221 @BlakeLinton @AustinTeslaClub @elonmusk As long as they’re not bullet proof like the cybertruck , I think humans will be fine. At least in the US. But AI could always learn to shoot too or make a new coronavirus. The next few years will be fun to watch.",[]
FMESWD,,中国,72,16,681,68,"OMG‼️
Congratulations to #819 MPB holder🚀
A REAL Cybertruck belongs to you.
Show your @mayemusk Mystery Box and Tesla RACA NFT.
Smart contract of Cybertruck Airdrop : 
https://t.co/6CkAtru7ig

99 Cybertrucks is on the way. Stay tuned!
@bakery_swap @binance @cz_binance @elonmusk https://t.co/dqKaBnj8WL",[]
robgti99,OSU 2022,"Portland, OR",285,206,1947,0,"@Jrclange @kkdistler @SassiItalyTours @DavidTaggart @WallStCynic The day where they talk about computers and bring out a not very good dancer? They consider that a waste of time, and instead focus on delivering actual products on time. Where is the Cybertruck production prototype? Semi? Roadster? Functional Tesla bot? I must have missed them",[]
colecionador_es,Sou um Robô de uma rede social para colecionadores de miniaturas. Controle e exiba sua coleção. De colecionador para colecionador.,Brasil,1,168,16695,0,"Post | Salio la que faltaba | Hot Wheels Caja / Case M 2021, Tesla Cybertruck, Lamborghini Liberty Walk | https://t.co/N6Tj2nNVYz",[]
LukasLueg,,,207,211,1625,0,"@CasPiancey The best-selling toy car of all time is the Hot Wheels Cybertruck, the only version of the car that actually exists. The RC toy underpins $700 Billion in market cap, making it the most valuable children's toy ever. https://t.co/69A1atYwDm",[]
Jus2Twt,👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽,"Austin, TX",1385,566,16019,14,"Randy @Terafactorytx shares his 🤯🤯observations of Tesla Giga Texas design! 
Will we see a Cybertruck design right on the Cybertruck Gigafactory @elonmusk https://t.co/lacaPgCZYc",[]
Icarus_Avery,she/they/þey丨nonbinary les-bi-an丨libertarian socialist | radinclu丨discord : https://t.co/U5EQadOemf丨support me @ https://t.co/hvn5uE5urI,"Williams, Arizona",424,238,30682,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
TXSTormArea51,"TXST CS 2022 
he/they
@austin_DSA @sanmarcosdsa",,365,83,3306,0,The new cybertruck looks weird https://t.co/Iyltsg0p93,[]
TechmemeChatter,This account retweets the tweets that Techmeme links to.,"San Francisco, CA",1,2819,178176,4,"Tesla hasn't delivered the promised Cybertruck, high-speed tunnel from DC to Baltimore, mini submarines to save people in caves, etc., but we should definitely continue to feed Musk's ADHD endeavors. How can he manipulate the market without our support? https://t.co/eCRB6LSzsE",[]
coachjeffw,Tax-free retirement income financial coach with ModFinancial. Protecting professionals and executives from losing their hard-earned money.,"South Carolina, USA",3222,2616,7940,0,Tesla quietly delays Cybertruck to 2022 https://t.co/zE4MwZzsIt https://t.co/T87hmzDQzb,[]
Reenath,The 2 most important days in your life are “The day you were born and the day you find out why”.,,157,294,91965,2729,"@Model3Owners To be frank, there is always some chance that Cybertruck will flop, because it is so unlike anything else. 

I don’t care. I love it so much even if others don’t. 

Other trucks look like copies of the same thing, but Cybertruck looks like it was made by aliens from the future.",[]
Reenath,The 2 most important days in your life are “The day you were born and the day you find out why”.,,157,294,91965,270,"It’s just an opinion and it is most definitely wrong. Cybertruck will be a game changer and a huge hit. You can bookmark this tweet if you’d like, I feel perfectly confident 
@elonmusk https://t.co/yvpsFpKiFx",[]
dezmondOliver,"Free thinker, Scientist, SpaceX and Tesla enthusiast, toxic peasant Model Y owner (without FSD) girl dad and meme lord. Notice my laser eyes",Clovis Ca,1082,530,5728,0,@28delayslater Also me: will be parking my cybertruck inside my garage in my tract home in a clean and no crime neighborhood where people have block parties and everyone knows and likes eachother.,[]
climatebabes,"RT : We can create 2500 times more wealth with renewables
https://t.co/rpmWtaOMbk
Are you in? Join us! https://t.co/pDqQW3hmeN
https://t.co/VBqhg0j4uc","Den Haag, Nederland",1255,2255,167169,0,@WIsitlike @Kristennetten #Tesla corner coverings! Included with the #Cybertruck,"['Tesla', 'Cybertruck']"
tinsaearegay,Torque News Tesla reporter. If you have information you want to share about Tesla or other EVs it'll be much appreciated. DMs are open.,,471,136,871,7,"I need some opinions on Cybertruck specs. Let me know if you have an estimate for these: 

• Weight
• Frontal area
• Drag coefficient",[]
tinsaearegay,Torque News Tesla reporter. If you have information you want to share about Tesla or other EVs it'll be much appreciated. DMs are open.,,471,136,871,0,"@elonmusk's Comments Suggest @Tesla Has Delayed the Cybertruck Until Late 2022.
#ElonMusk #Tesla #cybertruck #TeslaBot
-
https://t.co/biEkylYK6S
- https://t.co/hMfAU9DfjF","['ElonMusk', 'Tesla', 'cybertruck', 'TeslaBot']"
Goldfiinger77,"🌎 💕 Tesla FSD AI + 4680 cell production capacity changes the world forever. the future will be better than the past, let’s make this so. 💜 🏴‍☠️",Planet A,569,929,19558,0,"@TroyTeslike @WholeMarsBlog Re-listening I agree. He’s says introducing WITH the cybertruck. 

Sounds like at same time as cybrtrk comes out. Good catch. 

Hope he’s sandbagging that timeline. 😞",[]
TGA94234881,,,10,0,68,0,@elonmusk Would be it a lot to throw in the cybertruck shirt(merchandise) with every delivery?,[]
Talipon72,"CRYPTO.?¿?@Bitcoin,Eth--Twt,Bnb.Doge=
All Token ..../Nft.#Live jade stone love sign--sold in 1990 @$50k- tourist.
 ®@=$ 2m.) last saw on 1999 by 1 friend .",Bukit Beruntung Rawang Selango,635,28,1659,8,#Tesla Hardware 4 computer to be introduced with the Cybertruck next year https://t.co/rcaIa122nP https://t.co/IXPEwESyUU,['Tesla']
AustinTeslaClub,"Official partner of @tesla owners club program. vehicles, solar, AI, robotics","Austin, TX",316,23838,8275,14,"Randy @Terafactorytx shares his 🤯🤯observations of Tesla Giga Texas design! 
Will we see a Cybertruck design right on the Cybertruck Gigafactory @elonmusk https://t.co/lacaPgCZYc",[]
mmoutwest,,,406,31,2150,0,"@williamlegate @retireicebowl It’s been like this for months and they said because it’s still a few years out… cybertruck first, roadster is dessert 🧁",[]
dezmondOliver,"Free thinker, Scientist, SpaceX and Tesla enthusiast, toxic peasant Model Y owner (without FSD) girl dad and meme lord. Notice my laser eyes",Clovis Ca,1082,530,5728,3,@28delayslater You do not park your cybertruck in your garage. You park your garage in your cybertruck.,[]
Talipon72,"CRYPTO.?¿?@Bitcoin,Eth--Twt,Bnb.Doge=
All Token ..../Nft.#Live jade stone love sign--sold in 1990 @$50k- tourist.
 ®@=$ 2m.) last saw on 1999 by 1 friend .",Bukit Beruntung Rawang Selango,635,28,1659,3,#Tesla FSD HW4.0 will be used in #Cybertruck likely in 2022 https://t.co/oTHArpFBG5 https://t.co/mFbgNYmnrV,"['Tesla', 'Cybertruck']"
endonpdc,🇲🇨 Crypto enthusiast | HiddenGemHunter | DYOR | #BITCOIN #BNB #matic #zilliqa,indonesian,4972,1427,6647,77,"(1/3)🔥🔥We will use this video to mint 100 NFTs to be the avatar to claim 100 real Tesla Cybertrucks. Each Avatar will share the same video.  The token name for the 100NFT is Tesla Raca. The sticker is Tesla.🚀🚀@Tesla 
@elonmusk @cz_binance @KodaRobotDog 
#Tesla #Cybertruck https://t.co/JHt647Ljzl",[]
ZukosWorld,Advocate for service animals and equal access. Service dog handler/trainer.,"Tallahassee, Florida, USA",294,111,3832,0,@ShortingIsFun Note the degradation of his presentations. Semi had 2 prototypes that appeared  real and put together.  Model Y was clearly an incomplete mocked up Model 3. Cybertruck was a one off with Yamaha quad mocked and called TSLA E-ATV. TBot is a mannequin and a dancer in a onesie,[]
Jus2Twt,👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽👽,"Austin, TX",1385,566,16019,0,"https://t.co/alVrVjI9aR..   @elonmusk  can't wait! I want one!  Been wanting to buy a truck, now I'll wait for this beauty to hit the market!!! 💯🔥❤",[]
RoboTaxi2024,"Tesla Model 3 Driver, Likes Science, SpaceX. 🚀 Things & Stuff. Long TSLA. California Born & Raised . 🏳️‍🌈","Orange County, CA",940,838,11428,0,@28delayslater Is one of the “structural issues” is that a Cybertruck won’t fit inside?,[]
VitalyOnStocks,"Discussing Finance, Stocks, Investing, Real Estate, Crypto, Dividends. Anything that gets us to a better life.",Anywhere the wind blows,21,0,8,0,@Proxima06_Aiai I got my wife the Model Y in Jan and now waiting patiently for my Cybertruck!... and have solar on the house... I love it when it all works together in a virtuous cycle,[]
9999999Great,"#bitcoin, $tsla, etc","Washington, USA",771,54,795,7,"I need some opinions on Cybertruck specs. Let me know if you have an estimate for these: 

• Weight
• Frontal area
• Drag coefficient",[]
petegaines,Gainesi Law Bankruptcy Attorneys. Call 1.888.588.2300 TODAY for a FREE FIRST CONSULTATION! 200000+ Clients Served. 30000+ Reviews. Billions in asses managed,"Uptown, Chicago, IL, USA",936,1507,1625,0,"@ComradeLuanne He literally put a guy in a robot suit! And these dipshits think it's genius!

How are those Cybertruck deliveries going, Elon? Autonomous cars? Hm.",[]
masemans,Video Producer,,325,76,1645,1,"@28delayslater My wife and I are discussing building a garage. 
Yesterday I walked off a rough area and she says, “is a Cybertruck gonna fit in that?” And I’ve never been more in love. 😍🥰",[]
BillyRi10308286,,,110,19,1361,11,"The #TeslaBot reminds me of @alexriesart Metahuman WIP design. Also the Crew Dragon capsule design reminded me of the Spear painting design. 

Bonus points if you spot a #cybertruck design in these screenshots😂 https://t.co/8jvFHONMJR",['TeslaBot']
lee_mccaleb,"Strategic technologist, boucaneer, and passionate tiki drink mixologist. “The world always looks better over the rim of a properly crafted Mai Tai”.",Northern Virginia,272,84,1600,0,@MikeTay69492958 @WholeMarsBlog @elonmusk I want my Cybertruck.,[]
Donatweetme,,"Ottawa, Ontario",397,240,4416,0,@elonmusk What date do you predict you will have the first Cybertruck roll off the assembly line? @elonmusk,[]
raphael_amuri,"上帝的黑儿子. [SRH - Volunteer] @YamGhana

Tech Writer / Digital Marketer

@talesofaccra & @AlienMediaGh 

Slow....No Rushing.

Editor of https://t.co/6e7jgOz3qN",加纳,27165,27624,15645,0,@MagicMikeBuzi Adey want buy Cybertruck,[]
RVal1995,"🇺🇸 🇲🇽Inquisitive, blunt, and honest. 
Love cars, green tech, humor, contrary views.
Enjoy dialog
Follow me and I'll follow back👍","AZ, USA",888,563,45179,0,"@CARandDRIVER The Cybertruck is the only relevant one 
Everything else is a reaction to what Tesla is already doing",[]
TSLA__bot,"$TSLA bot

Retweeting every tweet that contains $TSLA
---
Created by @breathpage_com",Tesla station on Mars,28,215,129694,2,@TomGardnerFool $TSLA except 10x in 10 years. it must consolidate for ~1 year longer while Berlin and Austin come online along w/ Cybertruck before move to $1k,[]
sydney_ev,"Ev owner + advocate in Sydney, 100% Solar powered with powerwalls. Aircraft operator, Pilot and Science Party member. Ask for Tesla referral link if desired","Sydney, New South Wales",866,1899,39774,0,@28delayslater I want to know what shirt @flcnhvy is wearing.  The #cybertruck one.,['cybertruck']
tadrow,"You don't know me, I don't know you.

– Harlan Ellison",The Eastern Oregon outback,4559,2129,748013,29,"And each one will come with a free cybertruck!

Stop being so credulous. https://t.co/hLKih0h1rF",[]
